person,personLabel
http://www.wikidata.org/entity/Q4746754,अमीरबाई कर्नाटकी
http://www.wikidata.org/entity/Q4746854,अमित कुमार
http://www.wikidata.org/entity/Q4765635,अनीता सिंघवी
http://www.wikidata.org/entity/Q4777837,अनुपमा देशपाण्डे
http://www.wikidata.org/entity/Q4803203,असद अमानत अली खान
http://www.wikidata.org/entity/Q3764762,शमशाद बेगम
http://www.wikidata.org/entity/Q4860904,Barkat Sidhu
http://www.wikidata.org/entity/Q4866295,बसवराज राजगुरु
http://www.wikidata.org/entity/Q5094161,चेतन्य अदीब
http://www.wikidata.org/entity/Q5266447,देवकी पंडित
http://www.wikidata.org/entity/Q5520834,गणेश हेगड़े
http://www.wikidata.org/entity/Q5527642,गौहर जान
http://www.wikidata.org/entity/Q5564076,गिप्पी ग्रेवाल
http://www.wikidata.org/entity/Q5673882,हर्षदीप कौर
http://www.wikidata.org/entity/Q6398912,खदीम हुसैन खान
http://www.wikidata.org/entity/Q3525273,सेमंगुडी श्रीनिवास अय्यर
http://www.wikidata.org/entity/Q3533050,हरिनी
http://www.wikidata.org/entity/Q3533144,एस पी बी चरण
http://www.wikidata.org/entity/Q3764125,टी. जी. कमला देवी
http://www.wikidata.org/entity/Q4272960,अभिजीत सावंत
http://www.wikidata.org/entity/Q4648083,ए. एल. राघवन
http://www.wikidata.org/entity/Q4683043,अदिति सिंह शर्मा
http://www.wikidata.org/entity/Q4727094,एलिसन हिंड्स
http://www.wikidata.org/entity/Q4736038,अल्ताफ राजा
http://www.wikidata.org/entity/Q4757628,एंड्रयू किशोर
http://www.wikidata.org/entity/Q4777819,अनुपम अमोद
http://www.wikidata.org/entity/Q4777912,अनुषा धाँडेकर
http://www.wikidata.org/entity/Q4803159,आसा सिंघ मस्ताना
http://www.wikidata.org/entity/Q4830642,Axl Hazarika
http://www.wikidata.org/entity/Q5266378,देव (दीपक अधिकारी)
http://www.wikidata.org/entity/Q5289331,डॉली गुलेरिया
http://www.wikidata.org/entity/Q5512341,ग़ुलाम मुस्तफ़ा दुर्रानी
http://www.wikidata.org/entity/Q5657172,हरिओम शरण
http://www.wikidata.org/entity/Q6164123,जसपिंदर नरूला
http://www.wikidata.org/entity/Q3242258,नाज़िया हसन
http://www.wikidata.org/entity/Q3531959,सिवकार्थिकेयन
http://www.wikidata.org/entity/Q3534654,पीयूष मिश्रा
http://www.wikidata.org/entity/Q3536023,जे पि चंद्रबाबू
http://www.wikidata.org/entity/Q3764055,आर्या अम्बेकर
http://www.wikidata.org/entity/Q3874799,वोलोडिमिर ज़ेलेंस्की
http://www.wikidata.org/entity/Q4662647,आरती मुखर्जी
http://www.wikidata.org/entity/Q4740593,ममता शर्मा
http://www.wikidata.org/entity/Q4777932,अनुष्का मंचदा
http://www.wikidata.org/entity/Q4784427,आरती अंकलीकर टिकेकर
http://www.wikidata.org/entity/Q4901702,भिकारी बल
http://www.wikidata.org/entity/Q4916195,बिरेंद्र कृष्ण भद्र
http://www.wikidata.org/entity/Q5340619,एडुआर्डो गत्ती
http://www.wikidata.org/entity/Q5438697,फवाद अफजल खान
http://www.wikidata.org/entity/Q5529964,Geeta Zaildar
http://www.wikidata.org/entity/Q5550828,गेरी एक्स
http://www.wikidata.org/entity/Q5712227,हेमलता
http://www.wikidata.org/entity/Q5819816,एडुआर्डो वाघोर्न
http://www.wikidata.org/entity/Q4781922,राशिद खान
http://www.wikidata.org/entity/Q6065762,इक़बाल बानो
http://www.wikidata.org/entity/Q3536517,अन्नामाचार्य
http://www.wikidata.org/entity/Q3617810,अन्ना रीता डेल पियानो
http://www.wikidata.org/entity/Q3635993,मिस पूजा
http://www.wikidata.org/entity/Q4121114,मैनुअल गार्सिया
http://www.wikidata.org/entity/Q4320690,लुइस बैंक्स
http://www.wikidata.org/entity/Q4355620,कविता सेठ
http://www.wikidata.org/entity/Q4445352,सुधांशु पांडेय
http://www.wikidata.org/entity/Q4746887,अमित टंडन
http://www.wikidata.org/entity/Q4748646,अमरिंदर गिल
http://www.wikidata.org/entity/Q4765754,अंजन दत्त
http://www.wikidata.org/entity/Q4831843,आयुष्मान खुराना
http://www.wikidata.org/entity/Q4889964,बेनी दयाल
http://www.wikidata.org/entity/Q5101174,चिन्नापन्नू
http://www.wikidata.org/entity/Q5103936,चोई मिन-ह्वान
http://www.wikidata.org/entity/Q5210099,दक्ष अजीत सिंह
http://www.wikidata.org/entity/Q5214802,दाना नलबबरू
http://www.wikidata.org/entity/Q5452173,फिरोजा बेगम
http://www.wikidata.org/entity/Q6121223,जद्दनबाई
http://www.wikidata.org/entity/Q3530897,अरैकुडी रामानुज अयंगार
http://www.wikidata.org/entity/Q7499251,शिव शंकर
http://www.wikidata.org/entity/Q7504185,श्रीराम अय्यर
http://www.wikidata.org/entity/Q7554623,सोहैल सेन
http://www.wikidata.org/entity/Q7668166,तंजावूर बृंदा
http://www.wikidata.org/entity/Q7694210,तीजनबाई
http://www.wikidata.org/entity/Q7852779,टुन टुन
http://www.wikidata.org/entity/Q7878929,उल्हास काशलकर
http://www.wikidata.org/entity/Q7908689,वेैभव सक्सेना
http://www.wikidata.org/entity/Q7929157,विजय किचलू
http://www.wikidata.org/entity/Q7972651,वासिफुद्दीन डागर
http://www.wikidata.org/entity/Q6293296,जोस मारिया नेपोलियन
http://www.wikidata.org/entity/Q6897935,मोनाली ठाकुर
http://www.wikidata.org/entity/Q6965773,नरेंद्र चंचल
http://www.wikidata.org/entity/Q7034881,निखिल पॉल जॉर्ज
http://www.wikidata.org/entity/Q7140206,पार्थो बरूआ
http://www.wikidata.org/entity/Q7238702,प्रतिमा बरुआ पांडे
http://www.wikidata.org/entity/Q7288507,राम कृष्ण ढकाल
http://www.wikidata.org/entity/Q7396105,सबिन राय
http://www.wikidata.org/entity/Q7420421,संतादेव घोष
http://www.wikidata.org/entity/Q7420654,संतोष जोशी
http://www.wikidata.org/entity/Q7461072,शफ़क़त अमानत अली
http://www.wikidata.org/entity/Q7678941,तलत अज़ीज़
http://www.wikidata.org/entity/Q8071909,ज़िल-ए-हुमा
http://www.wikidata.org/entity/Q12251104,बाद अल बहरी
http://www.wikidata.org/entity/Q12264831,नियंह नि चर्रा
http://www.wikidata.org/entity/Q6214794,जोगिन्दर शेल्ली
http://www.wikidata.org/entity/Q6480405,ललिथ जे. राव
http://www.wikidata.org/entity/Q6807591,मीना राणा
http://www.wikidata.org/entity/Q6940119,मुस्सरत नज़ीर
http://www.wikidata.org/entity/Q7130672,m. venkatesh kumar
http://www.wikidata.org/entity/Q7237725,प्रहलाद सिंह टिपानिया
http://www.wikidata.org/entity/Q7278692,रबी पीरज़ादा
http://www.wikidata.org/entity/Q7286301,राजकुमारी दुबे
http://www.wikidata.org/entity/Q7296636,रवि किचलू
http://www.wikidata.org/entity/Q7368808,रोशन आरा बेगम
http://www.wikidata.org/entity/Q7418507,संजीव अभ्यंकर
http://www.wikidata.org/entity/Q7490181,शेरोन प्रभाकर
http://www.wikidata.org/entity/Q7544825,स्मिता बेल्लुर
http://www.wikidata.org/entity/Q7668541,टी एन शेशागोपालन
http://www.wikidata.org/entity/Q7683178,तंगुतुरी सूर्यकुमारी
http://www.wikidata.org/entity/Q7811980,तोची रैना
http://www.wikidata.org/entity/Q7282241,राफेल ओरोज्को मास्ट्रे
http://www.wikidata.org/entity/Q7938196,व्लादाना वुसिनिक
http://www.wikidata.org/entity/Q7395773,सबा आज़ाद
http://www.wikidata.org/entity/Q7640371,सुनीता दुलाल
http://www.wikidata.org/entity/Q8195640,एलिसा व्हाइट-ग्लुज़
http://www.wikidata.org/entity/Q6161365,जसबीर जस्सी
http://www.wikidata.org/entity/Q11054789,कृष्णा बेउरा
http://www.wikidata.org/entity/Q11357515,कोयुज़ा सान्युटि
http://www.wikidata.org/entity/Q8193729,हितोमी मिएनो
http://www.wikidata.org/entity/Q5431631,फलक शब्बीर
http://www.wikidata.org/entity/Q6098766,राम सम्पत
http://www.wikidata.org/entity/Q6444681,कुनिका
http://www.wikidata.org/entity/Q6881637,मिथुन
http://www.wikidata.org/entity/Q7159501,पेड्रो कैपो
http://www.wikidata.org/entity/Q7239778,प्रीति कौर
http://www.wikidata.org/entity/Q7239780,प्रीति सागर
http://www.wikidata.org/entity/Q7289323,रामदेव चैतो
http://www.wikidata.org/entity/Q7295154,रसूलन बाई
http://www.wikidata.org/entity/Q7310608,रेखा भारद्वाज
http://www.wikidata.org/entity/Q7415625,संचिता भट्टाचार्य
http://www.wikidata.org/entity/Q7420991,सपना अवस्थी
http://www.wikidata.org/entity/Q7462450,शैल हाड़ा
http://www.wikidata.org/entity/Q7545433,स्मिता माधव
http://www.wikidata.org/entity/Q7586512,श्रीरंगम गोपलारत्नम
http://www.wikidata.org/entity/Q7633782,सुधीन दासगुप्ता
http://www.wikidata.org/entity/Q7843808,तृप्ति मुखर्जी
http://www.wikidata.org/entity/Q6164345,जसविन्दर सिंह
http://www.wikidata.org/entity/Q6164378,जसविंदर ब्रार
http://www.wikidata.org/entity/Q6126886,शारदा
http://www.wikidata.org/entity/Q6676105,लोपामुद्रा मित्रा
http://www.wikidata.org/entity/Q6746561,मानबेन्द्र मुखोपाध्याय
http://www.wikidata.org/entity/Q6892073,मोहम्मद इरफान अली
http://www.wikidata.org/entity/Q6915282,मोसा वालसालम शास्त्रीय
http://www.wikidata.org/entity/Q6936800,मुन्नी बेगम
http://www.wikidata.org/entity/Q7246507,प्रियंका कार्की
http://www.wikidata.org/entity/Q7273767,रुद्रपतना कृष्णाशास्त्री श्रीकांतन
http://www.wikidata.org/entity/Q7496763,शिल्पा राव
http://www.wikidata.org/entity/Q7710412,तंजई सेल्वी
http://www.wikidata.org/entity/Q7852394,तुलसी कुमार
http://www.wikidata.org/entity/Q7929087,विजय एंटोनी
http://www.wikidata.org/entity/Q7932756,विनोद राठौड़
http://www.wikidata.org/entity/Q8071287,ज़िया फ़रीदुद्दीन डागर
http://www.wikidata.org/entity/Q11169414,इश्मीत सिंह
http://www.wikidata.org/entity/Q6165291,जावेद अली
http://www.wikidata.org/entity/Q6297251,जय सरकार
http://www.wikidata.org/entity/Q6435847,नित्या मेनन
http://www.wikidata.org/entity/Q6444155,कुणाल गांजावाला
http://www.wikidata.org/entity/Q6761590,मारिया सोकिल
http://www.wikidata.org/entity/Q6959236,नहीद अख़्तर
http://www.wikidata.org/entity/Q7041308,नितिन मुकेश
http://www.wikidata.org/entity/Q7126627,पलक मुच्छल
http://www.wikidata.org/entity/Q7137069,प्रज्ञा पांड्या शाह
http://www.wikidata.org/entity/Q7255900,सोना मोहपात्रा
http://www.wikidata.org/entity/Q7272927,क़ुरतुलैन बलोच
http://www.wikidata.org/entity/Q7285742,रजनीकांत सेन
http://www.wikidata.org/entity/Q7380441,रुपरेखा बनर्जी
http://www.wikidata.org/entity/Q7137020,परिचय
http://www.wikidata.org/entity/Q7633703,सुदेश भोंसले
http://www.wikidata.org/entity/Q7922433,वेरोनिका मेहता
http://www.wikidata.org/entity/Q7935917,विशाखा हरी
http://www.wikidata.org/entity/Q9369646,विशाल दादलानी
http://www.wikidata.org/entity/Q6163181,विंजमूरि अनसूय देवी
http://www.wikidata.org/entity/Q6727522,मधुरा नायक
http://www.wikidata.org/entity/Q6746995,मानसी पारेख गोहिल
http://www.wikidata.org/entity/Q6792458,मौली दवे
http://www.wikidata.org/entity/Q6897670,मोना घोष शेट्टी
http://www.wikidata.org/entity/Q6986984,नीति मोहन
http://www.wikidata.org/entity/Q7366355,रूप कुमार राठौड
http://www.wikidata.org/entity/Q7399475,सहार ताहा
http://www.wikidata.org/entity/Q7405358,सलमा अख़्तर
http://www.wikidata.org/entity/Q7420992,सपना मुखर्जी
http://www.wikidata.org/entity/Q7800009,टिया बाजपेई
http://www.wikidata.org/entity/Q7929192,नगरोब जीोकोेप
http://www.wikidata.org/entity/Q6530974,लेसली लेविस
http://www.wikidata.org/entity/Q6751197,मनोज तिवारी (लोकगायक)
http://www.wikidata.org/entity/Q6754269,मकबूल साबरी
http://www.wikidata.org/entity/Q6809908,मेहविश हयात
http://www.wikidata.org/entity/Q6956809,नबील शौकत अली
http://www.wikidata.org/entity/Q6965796,नरेन्द्र सिंह नेगी
http://www.wikidata.org/entity/Q7041093,निसार हुसैन खान
http://www.wikidata.org/entity/Q7282998,रघुवीर यादव
http://www.wikidata.org/entity/Q7283399,रहीम-उद-खान डागर
http://www.wikidata.org/entity/Q7380407,रुपिंदर हांडा
http://www.wikidata.org/entity/Q7399059,सागरिका
http://www.wikidata.org/entity/Q7418501,संजीव चिमलगी
http://www.wikidata.org/entity/Q7562978,सोफी चौधरी
http://www.wikidata.org/entity/Q7634710,सुगंधा मिश्रा
http://www.wikidata.org/entity/Q7636729,सुल्तान राही
http://www.wikidata.org/entity/Q7648978,सुषमा श्रेष्ठ
http://www.wikidata.org/entity/Q7685156,तारा सुतारिया
http://www.wikidata.org/entity/Q7929269,विजयलक्ष्मी नवनीतकृष्णन
http://www.wikidata.org/entity/Q7931268,विमालक्का
http://www.wikidata.org/entity/Q8264902,झू झू
http://www.wikidata.org/entity/Q11099766,जुनैद जमशेद
http://www.wikidata.org/entity/Q11141162,बब्बू मान
http://www.wikidata.org/entity/Q6071207,पीनाज़ मसानी
http://www.wikidata.org/entity/Q6127229,श्रुति पाठक
http://www.wikidata.org/entity/Q6480415,ललिता शिवकुमार
http://www.wikidata.org/entity/Q6583188,फुमफूअङ डुअङजान
http://www.wikidata.org/entity/Q6728284,मैडलिन डेविस
http://www.wikidata.org/entity/Q6732616,माह लाक़ा बाई
http://www.wikidata.org/entity/Q6762922,मैरी लॉयड
http://www.wikidata.org/entity/Q6875539,मायादा अल हेनावी
http://www.wikidata.org/entity/Q6917843,मोतिराम भट्ट
http://www.wikidata.org/entity/Q6982579,नवतेज सिंग रेहाल
http://www.wikidata.org/entity/Q7117510,पी एस नारायणस्वामी
http://www.wikidata.org/entity/Q7293161,रंजीत कौर
http://www.wikidata.org/entity/Q7379114,रूमा गुहा ठाकुरता
http://www.wikidata.org/entity/Q7487294,शाल्मली खोलगडे
http://www.wikidata.org/entity/Q13027773,माइक फिरोमफोन
http://www.wikidata.org/entity/Q13111433,के. ओमानकुट्टी
http://www.wikidata.org/entity/Q14916694,शमीम देव आज़ाद
http://www.wikidata.org/entity/Q15120876,चंद्रलेखा
http://www.wikidata.org/entity/Q15925916,जयमाला शिलेदार
http://www.wikidata.org/entity/Q15934116,खाङ शुलगि
http://www.wikidata.org/entity/Q16204529,निखिल डिसूज़ा
http://www.wikidata.org/entity/Q16208347,निर्मला देवी
http://www.wikidata.org/entity/Q16215429,विष्णु मिश्रा
http://www.wikidata.org/entity/Q16233540,कृति सैनॉन
http://www.wikidata.org/entity/Q16240139,दीगंगना सूर्यवंशी
http://www.wikidata.org/entity/Q17479076,गंभरी देवी
http://www.wikidata.org/entity/Q17581426,जॉली अब्राहम
http://www.wikidata.org/entity/Q19609660,बादशाह
http://www.wikidata.org/entity/Q18211443,अनुज (रामानुज) शर्मा
http://www.wikidata.org/entity/Q18686497,सुमित्रा गुहा
http://www.wikidata.org/entity/Q19715184,हरिप्रसाद रिमाल
http://www.wikidata.org/entity/Q19892051,जगमोहन कौर
http://www.wikidata.org/entity/Q19893995,मिलिन्द गाबा
http://www.wikidata.org/entity/Q20643211,मिक्की सिंह
http://www.wikidata.org/entity/Q12309788,ऐला हेंडरसन
http://www.wikidata.org/entity/Q13645808,मधुश्री
http://www.wikidata.org/entity/Q15708554,अदिति महसिन
http://www.wikidata.org/entity/Q16145324,बी॰ जयश्री
http://www.wikidata.org/entity/Q16205820,टोडरिक हॉल
http://www.wikidata.org/entity/Q16235597,सिद्धार्थ महादेवन
http://www.wikidata.org/entity/Q16731912,मंगल
http://www.wikidata.org/entity/Q16755934,सावनी रविंद्र
http://www.wikidata.org/entity/Q18340500,अली क़ुली मिर्ज़ा
http://www.wikidata.org/entity/Q18586385,रितुराज मोहंती
http://www.wikidata.org/entity/Q18608779,हार्डी संधु
http://www.wikidata.org/entity/Q19810390,चार्ली पुथ
http://www.wikidata.org/entity/Q20684312,noziya karomatullo
http://www.wikidata.org/entity/Q20685370,अरेफिन रूमी
http://www.wikidata.org/entity/Q22007309,मीता पंडित
http://www.wikidata.org/entity/Q22277803,फ्लोरेंस प्यू
http://www.wikidata.org/entity/Q22278322,विद्या अय्यर
http://www.wikidata.org/entity/Q23884700,सन्दीप लामिछाने
http://www.wikidata.org/entity/Q15152796,प्रकाश कौर
http://www.wikidata.org/entity/Q15485985,नय्यारा नूर
http://www.wikidata.org/entity/Q15723727,इरा मोहंती
http://www.wikidata.org/entity/Q15977284,जस्सी गिल
http://www.wikidata.org/entity/Q16586250,कल्पना पटवारी
http://www.wikidata.org/entity/Q17403476,कीर्ति सुरेश
http://www.wikidata.org/entity/Q19666066,उज़ैर जैस्वाल
http://www.wikidata.org/entity/Q20277497,जान ट्रॉन
http://www.wikidata.org/entity/Q21622948,टी० श्रीनिधि
http://www.wikidata.org/entity/Q17403494,मेगन ट्रेनर
http://www.wikidata.org/entity/Q13060122,सैयद अब्दुल हादी
http://www.wikidata.org/entity/Q23883763,शर्ली सेतिया
http://www.wikidata.org/entity/Q16148924,फराह अब्राहम
http://www.wikidata.org/entity/Q16582032,जोनिथा गाँधी
http://www.wikidata.org/entity/Q17385605,बब्बल राय
http://www.wikidata.org/entity/Q17385969,केंडजी जीरक
http://www.wikidata.org/entity/Q18354524,सनम पुरी
http://www.wikidata.org/entity/Q20643863,जितेंद्र हरीपाल
http://www.wikidata.org/entity/Q12033409,टिनपिता शिघकिआ
http://www.wikidata.org/entity/Q12237722,लायाल अब्बूड
http://www.wikidata.org/entity/Q13452040,शेखर सेन
http://www.wikidata.org/entity/Q13564386,फराह यूसफ
http://www.wikidata.org/entity/Q14867563,अकबर ख़ान
http://www.wikidata.org/entity/Q19684138,शिव परियार
http://www.wikidata.org/entity/Q14917099,नेहा कक्कड़
http://www.wikidata.org/entity/Q15176479,धर्मराज थापा
http://www.wikidata.org/entity/Q15340767,अंकित तिवारी
http://www.wikidata.org/entity/Q15486560,गुलाम फरीद साबरी
http://www.wikidata.org/entity/Q15617050,मणि कृष्णास्वामी
http://www.wikidata.org/entity/Q24717996,अमजद साबरी
http://www.wikidata.org/entity/Q24875102,वाकाणा किंगयू
http://www.wikidata.org/entity/Q16002900,अमृता काक
http://www.wikidata.org/entity/Q16106029,नीला भागवत
http://www.wikidata.org/entity/Q17371621,अनास्तासिया कोज़ेवनिकोवा
http://www.wikidata.org/entity/Q17517127,केदार घिमीरे
http://www.wikidata.org/entity/Q18596652,विपुल क्षेत्री
http://www.wikidata.org/entity/Q19898398,रिमी बसु सिन्हा
http://www.wikidata.org/entity/Q20809682,दिवालीबेन भील
http://www.wikidata.org/entity/Q12071552,टिफ़नी ट्रम्प
http://www.wikidata.org/entity/Q12425474,चंदन दास
http://www.wikidata.org/entity/Q21592132,के इबोम्चा शर्मा
http://www.wikidata.org/entity/Q21605360,जगमोहन सुरसागर
http://www.wikidata.org/entity/Q13217306,लिली जेम्स
http://www.wikidata.org/entity/Q15061909,इन्दिरा जोशी
http://www.wikidata.org/entity/Q24174947,जोजो सिवा
http://www.wikidata.org/entity/Q15724380,नमिता अगरवाल
http://www.wikidata.org/entity/Q15956993,हिलदामित लेपचा
http://www.wikidata.org/entity/Q16308143,शशी रावल
http://www.wikidata.org/entity/Q16978200,पार्वती बाउल
http://www.wikidata.org/entity/Q17001281,ज़ोहराबाई अम्बालेवाली
http://www.wikidata.org/entity/Q17147122,ज्ञानु राणा
http://www.wikidata.org/entity/Q17386171,राशी खन्ना
http://www.wikidata.org/entity/Q17994542,गजेंद्र वर्मा
http://www.wikidata.org/entity/Q18075453,मिचेल बुटेल
http://www.wikidata.org/entity/Q19663809,रजनीगंधा शेखावत
http://www.wikidata.org/entity/Q19832451,गायत्री शंकरन
http://www.wikidata.org/entity/Q20090091,एलेसिया कारा
http://www.wikidata.org/entity/Q20429372,आयनू सिलागि डे ओआ
http://www.wikidata.org/entity/Q20742312,प्रल्हाद शिंदे
http://www.wikidata.org/entity/Q20992065,नुचुंगी रेन्थलेई
http://www.wikidata.org/entity/Q21064202,आस्था गिल
http://www.wikidata.org/entity/Q21592474,सिंथिया एरिवो
http://www.wikidata.org/entity/Q13111490,के॰पी॰ उदयभानु
http://www.wikidata.org/entity/Q23017315,मार्को डि मेरे
