singer,singerLabel
http://www.wikidata.org/entity/Q7237725,प्रहलाद सिंह टिपानिया
http://www.wikidata.org/entity/Q7238702,प्रतिमा बरुआ पांडे
http://www.wikidata.org/entity/Q7239778,प्रीति कौर
http://www.wikidata.org/entity/Q7239780,प्रीति सागर
http://www.wikidata.org/entity/Q7282998,रघुवीर यादव
http://www.wikidata.org/entity/Q7283399,रहीम-उद-खान डागर
http://www.wikidata.org/entity/Q6746995,मानसी पारेख गोहिल
http://www.wikidata.org/entity/Q6751197,मनोज तिवारी (लोकगायक)
http://www.wikidata.org/entity/Q6480405,ललिथ जे. राव
http://www.wikidata.org/entity/Q6480415,ललिता शिवकुमार
http://www.wikidata.org/entity/Q7041093,निसार हुसैन खान
http://www.wikidata.org/entity/Q7041308,नितिन मुकेश
http://www.wikidata.org/entity/Q7246507,प्रियंका कार्की
http://www.wikidata.org/entity/Q7255900,सोना मोहपात्रा
http://www.wikidata.org/entity/Q7272927,क़ुरतुलैन बलोच
http://www.wikidata.org/entity/Q7273767,रुद्रपतना कृष्णाशास्त्री श्रीकांतन
http://www.wikidata.org/entity/Q7278692,रबी पीरज़ादा
http://www.wikidata.org/entity/Q7399059,सागरिका
http://www.wikidata.org/entity/Q7399475,सहार ताहा
http://www.wikidata.org/entity/Q6727522,मधुरा नायक
http://www.wikidata.org/entity/Q6728284,मैडलिन डेविस
http://www.wikidata.org/entity/Q6732616,माह लाक़ा बाई
http://www.wikidata.org/entity/Q6875539,मायादा अल हेनावी
http://www.wikidata.org/entity/Q6881637,मिथुन
http://www.wikidata.org/entity/Q7420991,सपना अवस्थी
http://www.wikidata.org/entity/Q7420992,सपना मुखर्जी
http://www.wikidata.org/entity/Q6892073,मोहम्मद इरफान अली
http://www.wikidata.org/entity/Q6897670,मोना घोष शेट्टी
http://www.wikidata.org/entity/Q6897935,मोनाली ठाकुर
http://www.wikidata.org/entity/Q7282241,राफेल ओरोज्को मास्ट्रे
http://www.wikidata.org/entity/Q7405358,सलमा अख़्तर
http://www.wikidata.org/entity/Q6754269,मकबूल साबरी
http://www.wikidata.org/entity/Q6917843,मोतिराम भट्ट
http://www.wikidata.org/entity/Q7126627,पलक मुच्छल
http://www.wikidata.org/entity/Q7286301,राजकुमारी दुबे
http://www.wikidata.org/entity/Q7288507,राम कृष्ण ढकाल
http://www.wikidata.org/entity/Q7310608,रेखा भारद्वाज
http://www.wikidata.org/entity/Q7683178,तंगुतुरी सूर्यकुमारी
http://www.wikidata.org/entity/Q7289323,रामदेव चैतो
http://www.wikidata.org/entity/Q7293161,रंजीत कौर
http://www.wikidata.org/entity/Q7418501,संजीव चिमलगी
http://www.wikidata.org/entity/Q7418507,संजीव अभ्यंकर
http://www.wikidata.org/entity/Q7420654,संतोष जोशी
http://www.wikidata.org/entity/Q7137020,परिचय
http://www.wikidata.org/entity/Q7137069,प्रज्ञा पांड्या शाह
http://www.wikidata.org/entity/Q7295154,रसूलन बाई
http://www.wikidata.org/entity/Q7296636,रवि किचलू
http://www.wikidata.org/entity/Q7668166,तंजावूर बृंदा
http://www.wikidata.org/entity/Q7678941,तलत अज़ीज़
http://www.wikidata.org/entity/Q7461072,शफ़क़त अमानत अली
http://www.wikidata.org/entity/Q7462450,शैल हाड़ा
http://www.wikidata.org/entity/Q7685156,तारा सुतारिया
http://www.wikidata.org/entity/Q7694210,तीजनबाई
http://www.wikidata.org/entity/Q7504185,श्रीराम अय्यर
http://www.wikidata.org/entity/Q7800009,टिया बाजपेई
http://www.wikidata.org/entity/Q7487294,शाल्मली खोलगडे
http://www.wikidata.org/entity/Q7490181,शेरोन प्रभाकर
http://www.wikidata.org/entity/Q7496763,शिल्पा राव
http://www.wikidata.org/entity/Q7499251,शिव शंकर
http://www.wikidata.org/entity/Q7710412,तंजई सेल्वी
http://www.wikidata.org/entity/Q8071287,ज़िया फ़रीदुद्दीन डागर
http://www.wikidata.org/entity/Q8071909,ज़िल-ए-हुमा
http://www.wikidata.org/entity/Q8195640,एलिसा व्हाइट-ग्लुज़
http://www.wikidata.org/entity/Q7366355,रूप कुमार राठौड
http://www.wikidata.org/entity/Q7544825,स्मिता बेल्लुर
http://www.wikidata.org/entity/Q7545433,स्मिता माधव
http://www.wikidata.org/entity/Q7554623,सोहैल सेन
http://www.wikidata.org/entity/Q7368808,रोशन आरा बेगम
http://www.wikidata.org/entity/Q7562978,सोफी चौधरी
http://www.wikidata.org/entity/Q7586512,श्रीरंगम गोपलारत्नम
http://www.wikidata.org/entity/Q7811980,तोची रैना
http://www.wikidata.org/entity/Q8264902,झू झू
http://www.wikidata.org/entity/Q7379114,रूमा गुहा ठाकुरता
http://www.wikidata.org/entity/Q7380407,रुपिंदर हांडा
http://www.wikidata.org/entity/Q7380441,रुपरेखा बनर्जी
http://www.wikidata.org/entity/Q7640371,सुनीता दुलाल
http://www.wikidata.org/entity/Q7878929,उल्हास काशलकर
http://www.wikidata.org/entity/Q7633703,सुदेश भोंसले
http://www.wikidata.org/entity/Q7634710,सुगंधा मिश्रा
http://www.wikidata.org/entity/Q7636729,सुल्तान राही
http://www.wikidata.org/entity/Q7852779,टुन टुन
http://www.wikidata.org/entity/Q7395773,सबा आज़ाद
http://www.wikidata.org/entity/Q7396105,सबिन राय
http://www.wikidata.org/entity/Q7843808,तृप्ति मुखर्जी
http://www.wikidata.org/entity/Q7852394,तुलसी कुमार
http://www.wikidata.org/entity/Q7648978,सुषमा श्रेष्ठ
http://www.wikidata.org/entity/Q7922433,वेरोनिका मेहता
http://www.wikidata.org/entity/Q7929087,विजय एंटोनी
http://www.wikidata.org/entity/Q7929157,विजय किचलू
http://www.wikidata.org/entity/Q7929269,विजयलक्ष्मी नवनीतकृष्णन
http://www.wikidata.org/entity/Q7931268,विमालक्का
http://www.wikidata.org/entity/Q7932756,विनोद राठौड़
http://www.wikidata.org/entity/Q7935917,विशाखा हरी
http://www.wikidata.org/entity/Q7972651,वासिफुद्दीन डागर
http://www.wikidata.org/entity/Q9369646,विशाल दादलानी
http://www.wikidata.org/entity/Q11054789,कृष्णा बेउरा
http://www.wikidata.org/entity/Q11529119,ऐरी मत्सुई
http://www.wikidata.org/entity/Q11698517,पेड्रो अलोंसो
http://www.wikidata.org/entity/Q11099766,जुनैद जमशेद
http://www.wikidata.org/entity/Q12071552,टिफ़नी ट्रम्प
http://www.wikidata.org/entity/Q11141162,बब्बू मान
http://www.wikidata.org/entity/Q11169414,इश्मीत सिंह
http://www.wikidata.org/entity/Q12070269,कबीर सुमन
http://www.wikidata.org/entity/Q12309788,ऐला हेंडरसन
http://www.wikidata.org/entity/Q12033409,टिनपिता शिघकिआ
http://www.wikidata.org/entity/Q12237722,लायाल अब्बूड
http://www.wikidata.org/entity/Q12251104,बाद अल बहरी
http://www.wikidata.org/entity/Q12425474,चंदन दास
http://www.wikidata.org/entity/Q13060122,सैयद अब्दुल हादी
http://www.wikidata.org/entity/Q13111433,के. ओमानकुट्टी
http://www.wikidata.org/entity/Q13111490,के॰पी॰ उदयभानु
http://www.wikidata.org/entity/Q13121163,विनायकराव पटवर्धन
http://www.wikidata.org/entity/Q13180267,कोइली देवी
http://www.wikidata.org/entity/Q13426840,कमल खान
http://www.wikidata.org/entity/Q13217306,लिली जेम्स
http://www.wikidata.org/entity/Q14867563,अकबर ख़ान
http://www.wikidata.org/entity/Q14916694,शमीम देव आज़ाद
http://www.wikidata.org/entity/Q14917099,नेहा कक्कड़
http://www.wikidata.org/entity/Q13410275,विठाबाई नारायणगावणकर
http://www.wikidata.org/entity/Q13027773,माइक फिरोमफोन
http://www.wikidata.org/entity/Q13452040,शेखर सेन
http://www.wikidata.org/entity/Q15061909,इन्दिरा जोशी
http://www.wikidata.org/entity/Q16106029,नीला भागवत
http://www.wikidata.org/entity/Q16208347,निर्मला देवी
http://www.wikidata.org/entity/Q15934116,खाङ शुलगि
http://www.wikidata.org/entity/Q16204529,निखिल डिसूज़ा
http://www.wikidata.org/entity/Q16014426,बेल्ली ललिता
http://www.wikidata.org/entity/Q13564386,फराह यूसफ
http://www.wikidata.org/entity/Q15152796,प्रकाश कौर
http://www.wikidata.org/entity/Q15176479,धर्मराज थापा
http://www.wikidata.org/entity/Q15956993,हिलदामित लेपचा
http://www.wikidata.org/entity/Q15977284,जस्सी गिल
http://www.wikidata.org/entity/Q16211242,मथिरा ख़ान
http://www.wikidata.org/entity/Q13645808,मधुश्री
http://www.wikidata.org/entity/Q16148924,फराह अब्राहम
http://www.wikidata.org/entity/Q16150133,साशा आग़ा
http://www.wikidata.org/entity/Q16217354,इंदु सोनाली
http://www.wikidata.org/entity/Q16233540,कृति सैनॉन
http://www.wikidata.org/entity/Q16235597,सिद्धार्थ महादेवन
http://www.wikidata.org/entity/Q16240139,दीगंगना सूर्यवंशी
http://www.wikidata.org/entity/Q15340767,अंकित तिवारी
http://www.wikidata.org/entity/Q16002900,अमृता काक
http://www.wikidata.org/entity/Q16150687,मालिनी अवस्थी
http://www.wikidata.org/entity/Q15485985,नय्यारा नूर
http://www.wikidata.org/entity/Q15486560,गुलाम फरीद साबरी
http://www.wikidata.org/entity/Q15604741,शीतल साठे
http://www.wikidata.org/entity/Q16308143,शशी रावल
http://www.wikidata.org/entity/Q16688282,बमबम (गायक)
http://www.wikidata.org/entity/Q15645359,उस्ताद मुश्ताक हुसैन खान
http://www.wikidata.org/entity/Q15708554,अदिति महसिन
http://www.wikidata.org/entity/Q17479076,गंभरी देवी
http://www.wikidata.org/entity/Q17517127,केदार घिमीरे
http://www.wikidata.org/entity/Q16755934,सावनी रविंद्र
http://www.wikidata.org/entity/Q17581426,जॉली अब्राहम
http://www.wikidata.org/entity/Q16582032,जोनिथा गाँधी
http://www.wikidata.org/entity/Q16586250,कल्पना पटवारी
http://www.wikidata.org/entity/Q18340500,अली क़ुली मिर्ज़ा
http://www.wikidata.org/entity/Q18354524,सनम पुरी
http://www.wikidata.org/entity/Q16978200,पार्वती बाउल
http://www.wikidata.org/entity/Q17994542,गजेंद्र वर्मा
http://www.wikidata.org/entity/Q16935051,एंजेलीना जॉर्डन
http://www.wikidata.org/entity/Q17386171,राशी खन्ना
http://www.wikidata.org/entity/Q17001281,ज़ोहराबाई अम्बालेवाली
http://www.wikidata.org/entity/Q17403476,कीर्ति सुरेश
http://www.wikidata.org/entity/Q17403494,मेगन ट्रेनर
http://www.wikidata.org/entity/Q18586385,रितुराज मोहंती
http://www.wikidata.org/entity/Q19810390,चार्ली पुथ
http://www.wikidata.org/entity/Q18116606,नैंसी मोमोलैंड
http://www.wikidata.org/entity/Q18608779,हार्डी संधु
http://www.wikidata.org/entity/Q19832451,गायत्री शंकरन
http://www.wikidata.org/entity/Q18211443,अनुज (रामानुज) शर्मा
http://www.wikidata.org/entity/Q19891547,रीता गांगुली
http://www.wikidata.org/entity/Q19892051,जगमोहन कौर
http://www.wikidata.org/entity/Q19893995,मिलिन्द गाबा
http://www.wikidata.org/entity/Q19895578,दामोदर राव
http://www.wikidata.org/entity/Q19896109,जैस्मीन सैंडलास
http://www.wikidata.org/entity/Q19898398,रिमी बसु सिन्हा
http://www.wikidata.org/entity/Q20481315,राम पंजवाणी
http://www.wikidata.org/entity/Q18686497,सुमित्रा गुहा
http://www.wikidata.org/entity/Q18750564,स्वरूप खान
http://www.wikidata.org/entity/Q19609660,बादशाह
http://www.wikidata.org/entity/Q20809682,दिवालीबेन भील
http://www.wikidata.org/entity/Q18720168,नोरा फतेही
http://www.wikidata.org/entity/Q20742312,प्रल्हाद शिंदे
http://www.wikidata.org/entity/Q20744456,जेसी गोंजालेज़
http://www.wikidata.org/entity/Q19663809,रजनीगंधा शेखावत
http://www.wikidata.org/entity/Q20609779,सुखविंदर अमृत
http://www.wikidata.org/entity/Q23017315,मार्को डि मेरे
http://www.wikidata.org/entity/Q19715184,हरिप्रसाद रिमाल
http://www.wikidata.org/entity/Q19671619,कोमल ओली
http://www.wikidata.org/entity/Q19684138,शिव परियार
http://www.wikidata.org/entity/Q20643863,जितेंद्र हरीपाल
http://www.wikidata.org/entity/Q20894408,ऐमी विर्क
http://www.wikidata.org/entity/Q20918648,वसुंधरा कोमकाली
http://www.wikidata.org/entity/Q21622948,टी० श्रीनिधि
http://www.wikidata.org/entity/Q20684023,बिन्ध्याबासिनी देवी
http://www.wikidata.org/entity/Q21064202,आस्था गिल
http://www.wikidata.org/entity/Q22004041,युमलेम्बम गंभीनी देवि
http://www.wikidata.org/entity/Q23498586,खेसारी लाल यादव
http://www.wikidata.org/entity/Q24707939,कान अकालिन
http://www.wikidata.org/entity/Q24717996,अमजद साबरी
http://www.wikidata.org/entity/Q25999159,मनप्रीत अख्तर
http://www.wikidata.org/entity/Q21139334,अशिष्मा नकर्मी
http://www.wikidata.org/entity/Q26707663,ळिश मनोबाञ
http://www.wikidata.org/entity/Q21235564,लाल्सांजुउली सैलो
http://www.wikidata.org/entity/Q21285560,इक्का सिंह
http://www.wikidata.org/entity/Q22277803,फ्लोरेंस प्यू
http://www.wikidata.org/entity/Q22278322,विद्या अय्यर
http://www.wikidata.org/entity/Q26703681,निर्मल रॉय
http://www.wikidata.org/entity/Q24950633,हुस्ना बाई
http://www.wikidata.org/entity/Q23883763,शर्ली सेतिया
http://www.wikidata.org/entity/Q23884700,सन्दीप लामिछाने
http://www.wikidata.org/entity/Q23900905,कृष्णराव शंकर पण्डित
http://www.wikidata.org/entity/Q26923073,अनिमा चौधरी
http://www.wikidata.org/entity/Q27517441,मंदार आगाशे
http://www.wikidata.org/entity/Q27656974,जगजीत कौर
http://www.wikidata.org/entity/Q23008002,ज़ुबिन नौटियाल
http://www.wikidata.org/entity/Q27901968,मैरी मिलबेन
http://www.wikidata.org/entity/Q28529974,अनन्या बिड़ला
http://www.wikidata.org/entity/Q28531431,फिया यूनान
http://www.wikidata.org/entity/Q27949750,अनीथा कुप्पुसामी
http://www.wikidata.org/entity/Q27950774,अलेना तिल्की
http://www.wikidata.org/entity/Q25681795,दीपाली बर्थकुर
http://www.wikidata.org/entity/Q29791495,फ्रांसिस्का अरोनसन
http://www.wikidata.org/entity/Q31202687,विशु भटनागर
http://www.wikidata.org/entity/Q31340258,बसंती बिष्ट
http://www.wikidata.org/entity/Q28037322,मंगला बनसोडे
http://www.wikidata.org/entity/Q31765055,मेलिना राई
http://www.wikidata.org/entity/Q33083005,अखिल
http://www.wikidata.org/entity/Q33104133,पायल देव
http://www.wikidata.org/entity/Q28796252,सतिन्दर सरताज
http://www.wikidata.org/entity/Q30323629,भुवन बाम
http://www.wikidata.org/entity/Q30557637,गुरु रंधावा
http://www.wikidata.org/entity/Q30689142,गिन्नी माही
http://www.wikidata.org/entity/Q48884766,सपना चौधरी
http://www.wikidata.org/entity/Q38460106,मैनुअल टरीज़ो
http://www.wikidata.org/entity/Q30905763,क्रिश्चियन नोडल
http://www.wikidata.org/entity/Q30923155,आकारी नानावो
http://www.wikidata.org/entity/Q50166156,सन्तोष लामा
http://www.wikidata.org/entity/Q47401728,लियोरा इतज़ाक
http://www.wikidata.org/entity/Q47453279,उलियाना सिनेट्स्काया
http://www.wikidata.org/entity/Q48017076,पूर्ण नेपाली
http://www.wikidata.org/entity/Q50825643,ममता चंद्राकर
http://www.wikidata.org/entity/Q50924797,दारोजि एराम्मा
http://www.wikidata.org/entity/Q58976017,स्टेबिन बेन
http://www.wikidata.org/entity/Q55583818,चंदन तिवारी
http://www.wikidata.org/entity/Q56162397,एंजेला एगुइलर अल्वारेज़
http://www.wikidata.org/entity/Q61999077,जोलेन मेरी
http://www.wikidata.org/entity/Q56280282,सिद्धार्थ मेनन
http://www.wikidata.org/entity/Q55759824,सिद्धू मूसे वाला
http://www.wikidata.org/entity/Q60194375,सलमान अली
http://www.wikidata.org/entity/Q61052311,राजेश्वर आचार्य
http://www.wikidata.org/entity/Q60648636,अहद रज़ा मीर
http://www.wikidata.org/entity/Q57059080,मन्नत नूर
http://www.wikidata.org/entity/Q57524229,टोनी कक्कड़
http://www.wikidata.org/entity/Q58054262,यांग यांग
http://www.wikidata.org/entity/Q61896827,ध्वनि भानुशाली
http://www.wikidata.org/entity/Q65284467,गवरी देवी
http://www.wikidata.org/entity/Q76515055,जस मानक
http://www.wikidata.org/entity/Q83708517,डिक्सी डी’एमेलियो
http://www.wikidata.org/entity/Q66528582,मैथिली ठाकुर
http://www.wikidata.org/entity/Q78238318,बी प्राक
http://www.wikidata.org/entity/Q81878478,शहनाज़ गिल
http://www.wikidata.org/entity/Q66735855,फुलाटी गिडली
http://www.wikidata.org/entity/Q80784425,सैमुअल सिंह
http://www.wikidata.org/entity/Q93481484,नैटी (थाई गायक)
http://www.wikidata.org/entity/Q86954920,अश्विनी भारद्वाज
http://www.wikidata.org/entity/Q95997981,रमानी अम्मल
http://www.wikidata.org/entity/Q96181684,बसेन मुर्मू
http://www.wikidata.org/entity/Q97671940,मनकीरत औलख
http://www.wikidata.org/entity/Q98699261,अर्चना महंत
http://www.wikidata.org/entity/Q98773730,पर्मिश वर्मा
http://www.wikidata.org/entity/Q99469239,एपी ढिल्लों
http://www.wikidata.org/entity/Q104560457,Defri Juliant
http://www.wikidata.org/entity/Q99947333,महेश महदेव
http://www.wikidata.org/entity/Q105081350,गुरजोत सिंह कलेर
http://www.wikidata.org/entity/Q106731062,कुली कार्लिटो
http://www.wikidata.org/entity/Q106811972,देशराज पटेरिया
http://www.wikidata.org/entity/Q108479062,जनालिन कास्टेलिनो
http://www.wikidata.org/entity/Q110975126,भुवन बादआकर
